,title,synopsis,category
0,아메리카 뮤직&와일드,음악의 모든 것  재즈  로큰롤  알앤비   합  일레트로닉  루이 암스트롱  엘비스 프레슬리  스티비 원더      년대를 풍미한 음악의 시대를 따라가면  지금  세상의 모든 흥이 폭발한다   여행의 모든 것  우리의 발길이 닿을 수 있는 지상 최대의 낙원이자 대한민국 총 면적의 두 배가 넘는 미 국립공원  기적 같은 자연의 발자취를 쫓는 순간 지금  놀라움을 넘어 선 경이로움이 펼쳐진다 ,documentary
1,더 블랙,    년   월   일  민주통합당은 국가정보원  블랙 요원이 야당 후보 문재인에 대한 비방 댓글을 작성하고 있다는 제보가 있었다고 발표한다  해당 요원이 거주하는 오피스텔    호를 방문하여 사실을 확인하려하지만  국정원 요원 김씨는  셀프감금 하며 사실 확인을 거부한다  그리고   월   일 새누리당의 박근혜 후보가 대통령에 당선된다  하지만 이듬해  월  경찰이 국정원 김씨의 하드디스크에서 댓글 공작의 흔적을 발견했다고 발표하면서 논란은 재점화된다  검찰은 특별수사팀을 구성하여 사건을 수사하려하지만  청와대와 법무부  국정원 등은 수사를 방해하고 사실을 은폐하려 한다       년   월   일  평범한 시민 이남종은 국정원 선거 개입으로 집권한 박근혜 대통령의 퇴진과 특검 실시를 요구하며 분신한다  그는 유서에  두려움은 제가 가져가겠습니다 일어나십시오 라는 바람을 남긴다  그리고     년   월   일    이남종의 바람대로 시민들이 촛불을 들고 일어나  박근혜 퇴진 을 외치기 시작했다      년  월 박근혜 대통령은 탄핵되고  은폐된 진실들이 하나둘 드러나기 시작한다 ,documentary
2,더 월,종교적 이념의 갈등으로 세워진 북아일랜드 벨파스트  평화의 벽  앞에서 지난 과거를 회상하는 여자  소영   북한에서 중국으로 탈북한 그녀는 중국인 남편과 함께 이 곳에 정착해 살고 있다  그 곳에서 우연  만난 세 명의 아이들이 묻는 고향에 관한 질문에 소영은 아이들에게 돌아갈 수 없는 자신의 고향 북한에 대한 이야기를 시작하는데   ,documentary
3,퍼스트 스텝,미국으로 떠난 탈북자들   명이 북한을 비판하는 활동을 그린 다큐멘터리 영화,documentary
4,NULL,NULL,documentary
5,시소,이동우는 어느 날 자신에게 망막을 기증하겠다는 사람의 연락을 받는다  몸을 움직이기조차  든  그저 앞만 볼 수 있는 그 사람과 만나게 된 이동우는 자신에게 하나 남은  눈 을 주겠다는 그와 아름다운 여행을 계획한다   세상에서 가장 따뜻한 두 남자의 여행 한 가정의 가장이자  사랑스러운 딸을 둔 아빠인 두 사람은 함께 떠난 제주도에서 마음을 터놓고 서로에게 다가간다  조금은 불완전한 두 사람은 서로의 부족한 점을 보듬으며 점점 채워져 가는 각자의 모습을 발견하는데  ,documentary
6,더 픽사 스토리,소개 정보가 없습니다,documentary
7,기적의 피아노,엄마의 노래 소리를 듣고  세 살 때부터 스스로 피아노를 익 며 천재 피아니스트라 불리던 예은이는 선천적 시각장애인이다      출연 후 일약 스타가 되었지만 단 한번도 피아노 수업을 받아본 적 없는 예은이는 피아니스트가 되기 위해 첫발을 내딛는 것 조차 쉽지 않다   하지만 세상이 두려운 예은이 곁에는 든든한 지원군이 있다  속상해서 울면 바보라고 놀리지만 그 누구보다도 예은이를 믿어주는 엄마  몸이 불편하지만 예은이를 세상에 알리기 위해 한 손으로 자판을 두드리는 아빠  그리고 백설공주와 일곱 난쟁이를 연주해주는 다정한 훈남 선생님까지    월  예은이와 함께 꿈꾸는 사람들이 만들어 가는 기적의 이야기가 시작된다 ,documentary
8,밀양 아리랑, 고향 땅에서 눈을 감고 싶었던 밀양 할매들은 오늘도 싸움을 살아냅니다   우리 밭 옆에    인가 뭔가 송전탑을 세운다케서 농사꾼이 농사도 내팽겨치고 이리저리 바쁘게 다녔어예  그거 들어오면 평생 일궈온 고향땅 잃고  나도 모르게 병이 온다카데예  동네 어르신들이랑 합심해가 정말 열심  싸웠는데  천명이 넘는 경찰들이 쳐들어와가 우리 마을을 전쟁터로 만들어 놨었습니더  산길  농로길 다 막고 즈그 세상인 냥 헤집고 다니는데 속에 울화병이 다 왔어예  경찰들 때문에 공사현장에도 못 올라가보고  발악을 해봐도 저놈의 철탑 막을 길이 없네예  아이고 할말이 참 많은데 한번 들어보실랍니꺼 ,documentary
9,가위 : 수면마비의 기억, 이건 악몽이 아니에요  진짜에요  확실하다니까요   대본이 없는 리얼 호러 다큐   룸      을 통해 뛰어난 연출력을 인정받은 감독  로드니 에스쳐   이번에 그는 극심한 가위눌림에 시달리는  명의 꿈을 관찰하고 탐험한다  그는 이 과정에서 악몽과 가위눌림에 지속적으로 시달리는 사람들의 입을 통해 충격적인 사실들을 발견하고 이들의 기억을 하나씩 파헤쳐 나간다  그리고 마침내 가위는 누구에게나 찾아올 수 있는 현상이며 전염성을 가지고 있다는 것을 관객들에게 강하게 경고한다  감독은 이처럼 특유의 집요하고 밀도 있는 시각을 통해 가위를 경험한 사람들의 끔찍했던 기억 속으로 관객들을 이끌며 기억 속 어두운 그림자의 존재를 관객들의 삶으로 고스란  끌어들일 것이다 ,documentary
10,NULL,NULL,documentary
11,마이 페어 웨딩, 친구사이   원나잇 온리 를 연출한 김조광수 감독은 자신의  년 지기 연인 김승환에게 프러포즈를 한 후   공개 결혼식을 준비하지만 주변의 시선부터 심지어 사사건건 말다툼을 하게 되는 연인과의 관계까지 어느 것 하나 쉽지가 않다   이들은 과연 어떤 과정을 거쳐 결혼에 골인할 수 있었을까 ,documentary
12,명량: 회오리 바다를 향하여, 명량해전  과연 승리한 전쟁인가    이 도발적인 질문의 해답을 찾기 위해 김한민 감독과  명량 의 주역들이 국내 최초 다큐 영화에 도전하다   명량해전이 있기 직전   일 간 이순신 장군의 실제 행적을 쫓아가며 우리가 몰랐던 이순신의 진짜 이야기를 낱낱이 파헤친다 ,documentary
13,NULL,NULL,documentary
14,NULL,NULL,documentary
15,프랑스 다이어리,유명 포토그래퍼이자 저널리스트  영화감독으로 전방위 활동을 펼치고 있는 레이몽 드파르동의 지난 반세기 카메라 인생을 고스란  담아낸 다큐멘터리  위험 분쟁 지역의 절체절명 순간에서부터 칸영화제의 화려한 레드카펫  프랑스 시골 마을의 소박한 풍경까지 레이몽 드파르동의 카메라에 포착된 특별한 순간들이 펼쳐진다 ,documentary
