,title,synopsis,category
0,비포 위 고,보스턴으로 가는  시   분 마지막 열차를 놓친  브룩  앨리스 이브 과 오디션을 위해 뉴욕에 온 트럼펫 연주자  닉  크리스 애반스    닉 은 처음 본  브룩 이 시간 안에 보스턴으로 갈 수 있도록 도와주려 하지만 일은 계속 꼬이기만 하는데   뉴욕에서의 단 하룻밤  그 곳에서 운명적인 사랑을 만나다 ,comedy
1,NULL,NULL,comedy
2,내니 맥피 2 - 유모와 마법소동,말썽꾸러기 세 남매 뒤치다꺼리하랴  도시에서 놀러 온 조카들 돌보랴  농장 지키랴  할 일이 산더미인  미세스 그린  메기 질렌할  앞에 내니 맥피가 등장한다  평범한 유모인 줄 알았는데 알고보니 놀라운 마법사인 그녀  내니 맥피가 지팡이만 한 번 내리치면 다투던 아이들은 싸움을 멈추고  사촌과 침대를 나눠 쓰지 않으려는 아이도 코끼리와 한 침대에서 자게 된다  내니맥피의 다섯 가지 교육을 받으며 달라진 아이들은 위기의 농장을 지키기 위해 일생 일대의 환상모험을 시작하게 되는데 ,comedy
3,지구가 끝장 나는 날,왕년에 고향 마을을 주름잡던 게리와 올리버  피터  스티븐  앤디    여년 후 다시 만난 다섯 친구들은 하룻밤에   개의 술집을 순례하는 여정에 나선다  황당하게도 외계인들이 온 동네를 접수한 위기의 상황에서 그들은 이 무모한 도전에 성공할 수 있을까 ,comedy
4,NULL,NULL,comedy
5,사랑의 레시피,자신의 삶과 자신의 일터인 주방을 성공을 위한 자신만의 레시피로 가꿔가는 뉴욕 맨하탄 고급레스토랑의 주방장  케이트  캐서린 제타 존스   그러나 삶도 요리도 즐거움을 추구하는 부주방장  닉  아론 애크하트 과 언니의 갑작스러운 사고로 함께 살게 된 조카  조이  아비게일 브레슬린 의 등장으로 모든 것이 흔들린다  최고의 주방장이 되는 것이 곧 인생의 성공이라 믿은 굳건한 신념과 가치에 대한 회의가 밀려오고  이제 그녀는 레시피 없이 세상에서 가장 맛있는 요리를 만드는 법을 배워가는데 ,comedy
6,유감스러운 도시,강력계 근성이 숨쉬고 있는 교통 경찰  장충동   외부에 얼굴이 알려지지 않았다는 이유로 특수수사팀에 합류  기업형 거대 조직의 새내기 조직원으로 잠입하는 일생일대의 특수 임무를 맡게 된다  일명  대가리 라 불리는  문동식 의 수하가 되어 갖은 구박을 받던  충동 은 특수수사팀의 계획적인 도움으로 조직의 보스  양광섭 의 목숨을 구하고  조직의 수뇌부로 인정받으며 급부상하게 된다  한편 조직에서도 특수수사팀의 수사망을 피하기 위해 위장 잠입시킬 인재를 찾고  이중대 가 그 임무를 맡게 된다  물론  얼굴이 알려지지 않았다는 이유로    중대 는 조직원이었을 때의 경험   을 십분 발휘해 강력계 사건들을 속속 해결하며 특수수사팀에 합류하게 된다  그리고 내사과  차세린  경위와 사랑에 빠지게 되고 이를 눈치 챈 조직의  인자  쌍칼 의 감시를 받게 된다  경찰에서 조직원으로  조직원에서 경찰로 모든 것이 바뀌어 버린  장충동 과  이중대 는 조직의 러시아 밀거래를 앞두고 속고 속이는 본격적인 임무수행을 시작하는데   물 만난 고기처럼 완벽하게 역할체인지 완료  과연 그들은 본성을 숨기고 아슬아슬한 특수임무를 끝마칠 수 있을까    ,comedy
7,북 오브 러브, 내 책이   금 야설이 됐다고    누구에게도 주목받지 못하던 영국의 로맨스 소설가  헨리  어느 날 바다 건너 멕시코에서 자신의 소설이 베스트셀러가 되었다는 소식을 듣는다   부푼 꿈을 안고 도착한 멕시코   헨리 는 가이드를 자처한 번역가  마리아 와 함께 북 콘서트에 나서는데   이거  제대로 통역하는 거 맞나요  무언가 이상한 관객들의 반응    헨리 는 그의 로맨스 소설이  마리아 로 인해   금 야설로 번역되어 출간되었다는 사실을 알게 된다   사사건건 으르렁  하나부터 열까지 안 맞는 두 사람  당장 영국으로 돌아가고 싶은 와중   헨리 는 출판사로부터  마리아 와 함께 신작을 써보라는 황당한 제안을 받게 되는데        영국 남자        멕시코 여자 달라도 너무 다른 두 사람의 소설은 과연 어떤 장르가 될지  예측불가  소통불가  로맨스,comedy
8,NULL,NULL,comedy
9,그린치,모두가 행복한 크리스마스를 참을 수 없는 그린치는 크리스마스를 훔치기 위해 산타가 되기로 결심한다  그린치는 만능집사 맥스  덩치만 큰 소심 루돌프 프레드와 함께 슈퍼배드한 크리스마스 훔치기 대작전에 돌입하는데   슈퍼배드한 그린치   만능 집사 맥스   덩치만 큰 소심 루돌프 프레드  크리스마스 훔치기 대작전이 시작된다 ,comedy
10,NULL,NULL,comedy
11,NULL,NULL,comedy
12,히트,소개 정보가 없습니다,comedy
