,title,synopsis,category
0,소년들,이것이 무슨 수사여  똥이제       년 전북 삼례의 작은 슈퍼마켓에서 강도 살인 사건이 발생한다  경찰의 수사망은 단번에 동네에 사는 소년들  인으로 좁혀지고  하루아침에 살인자로 내몰린 이들은 영문도 모른 채 감옥에 수감된다   이듬해 새롭게 반장으로 부임 온 베테랑 형사  황준철  설경구 에게 진범에 대한 제보가 들어오고  그는 소년들의 누명을 벗겨주기 위해 재수사에 나선다  하지만 당시 사건의 책임 형사였던  최우성  유준상 의 방해로 모든 것이 수포로 돌아가고   황반장 은 좌천된다   그로부터   년 후   황반장  앞에 사건의 유일한 목격자였던  윤미숙  진경 과 소년들이 다시 찾아오는데 ,action
1,미션 임파서블,    소속의 짐 펠프스             존 보이트 분 가 이끄는  미션 임파서블 팀은 리더인 이단 헌트             톰 크루즈 분   경보 해제 전문가 잭 에밀리오 에스테베즈 분   여성 요원인 사라       크리스틴 스콧 토마스 분 와 한나  그리고 짐의 아내인 클래어         엠마뉴엘 베아트 분 로 구성되어 있다  이들은 글리촌이라는 자가     리스트                          동유럽에서 활동하고 있는 첩보원들의 명단 를 대사관에서 훔쳐내  맥스      바네사 레드그레이브 분  라는 무기상에게 팔아 넘기려는 음모를 막기 위해 작전에 투입된다  그러나 대사관 파티에 잠입하여 작전을 수행하나 도중  짐을 포함한 요원들이 모두 숨지게 되고 혼자 살아남은 헌트만이 간신  본부와 연락을 취하게 된다       책임자인 키트리지            헨리 크제니 분 를 만난 헌트는  그를 통해 이번 작전은 정보부내 깊숙이 침투해 있는 이중 간첩을 잡아내기 위한 작전이었으며 글리촌도 미끼였다는 것이다  더구나 모든 요원들이 죽었는데  이단만이 살아남았고  그에게 수상쩍은   만달러의 거금이 입금되어 의심을 받고 있음을 알고는  홀로 탈출한다  이때 살아남은 클레어가 나타나 헌터와 합류하게 된다  헌터는  동료들을 죽인 문제의 범인이 인터넷에서  옵 이라는 이름을 사용하여 무기 밀매상인 맥스와 접선했던 것을 알고는  맥스를 만나는데 성공한다  그를 통해 옵이     리스트를    만 달러의 돈과 바꾸려 했음도 알고     본부 건물의 진짜 리스트가 들어있는 디스크를 빼내어  천만 달러과 바꾸겠다는 것을 약속받는다  이어 크리거          쟝 르노 분 와 나토 컴퓨터를 해킹했다는 컴퓨터 천재 루터         빙 래미스 분 와 손잡고 팀을 이룬 헌터는 마침내     리스트를 빼내는데 성공한다   이에 분노한 키트리지가 헌트의 부모를 마약 밀매 협의로 체포하여 협박하려하고 그 앞에 놀랍게도 살아있는 짐이 나타난다  그는 키트리지가 범인이라며 헌터를 설득하지만 그를 의심하게 된 헌트는 자신과 함께 행동을 해온 짐의 아내인 클레어가 짐과 한통속이었다는 것을 알아내게 된다  냉전시대가 이미 끝나버린 지금 짐에게 있어 가장 중요했던 것은 동료애 보다 돈이었던 것이다      리스트와 돈을 교환하려는 파리행 고속 기차에서 무정하게 아내까지 쏴버린 짐은 헬기로 탈출하려 하지만 헌트에 의해 저지당하고 모든 일을 마친 헌트는 비행기를 타고 고향으로 돌아간다  그러나 비행기 속에서 또다시 모종의 지령을 받기에 이른다 ,action
2,그란 투리스모, 게임이나 하던 애를 데려다 시속       로켓에 앉 겠다고   레이싱 게임  그란 투리스모 의 덕후  잔 마든보로  스피드라고는 게임으로만 만족해야 했던 그에게 레이싱 선수 발굴을 목표로 만들어진  그란 투리스모 콘테스트 라는 기회가 찾아온다  앉아서 게임만 하던 그의 앞에 닥친 혹독한 훈련과 치열한 경쟁  뛰어난 잠재력을 입증해 프로 레이싱 팀에 합류하는데 성공하지만 상대팀 선수들은 게이머 출신인 그를 인정하지 않고  프로 레이싱의 세계는 그를 더욱 거칠게 몰아붙이는데    리셋 버튼 없는 목숨을 건 실전  게이머에서 레이서가 된 소년의 흥미로운 스토리가 스크린에서 펼쳐진다 ,action
3,테넷,시간의 흐름을 뒤집는 인버전을 통해 현재와 미래를 오가며 세상을 파괴하려는 사토르 케네스 브래너 를 막기 위해 투입된 작전의 주도자 존 데이비드 워싱턴   인버전에 대한 정보를 가진 닐 로버트 패틴슨 과 미술품 감정사이자 사토르에 대한 복수심이 가득한 그의 아내 캣 엘리자베스 데비키 과 협력해 미래의 공격에 맞서 제 차 세계대전을 막아야 한다 ,action
4,고질라: 킹 오브 몬스터,고질라의 샌프란시스코 공격으로 인해 아들을 잃은 상처로 엠마와 마크  딸 매디슨 가족은 슬픔 속에 살고 있다  미지의 생물을 연구하는 모나크 소속 과학자인 엠마는 또 다른 공격에 대비해 거대 괴수와 소통하는 주파수를 발견한다  그러나 괴수들을 조종해 지구를 초토화 시키려는 테러 세력에게 딸 매디슨과 납치되고  주파수로 모스라  로단  기도라 등 고대 괴수들이 하나 둘 깨어난다  역대급 재난 상황에서 인류의 생존 자체조차 불투명해지고  여기에 강력한 고질라의 등장으로 괴수들의 대결은 새로운 국면을 맞이한다  또 다시 최악의 위기를 맞은 가족들은 어떻게든 함께 위험을 헤쳐나가야만 하는데   ,action
5,NULL,NULL,action
6,쥬만지,    년  커다란 공장을 운영하는 아버지를 둔   세 소년 알랜 패리쉬             아담 한 바이드 분 는 어느날 친구 사라              로라 번디 분 와 함께 공장의 신축 공사장에서 이상한 북소리를 듣고 나무로 만들어진 이상한 게임판을 발견한다  이 게임을 하던 알랜은 그만 게임의 마법에 의해 게임판 속으로 흔적도 없이 사라진다      년  주디                크리스틴 던스트 분 와 피터                 브래드리 피어스 분 는 교통사고로 부모를 여의고 고모와 함께 살기 위해 왠지 값이 싼 커다란 집으로 이사온다  어느날 고모가 직장으로 출근하고 난 뒤  두 아이는 먼지 쌓인 다락방에서 들려오는 이상한 북소리를 듣는다  공포와 호기심이 뒤섞인 채 다락방으로 올라간 주디와 피터가 찾아낸 것은 바로 쥬만지 게임판  호기심 많은 주디가 게임판에 새겨진 지시에 따라 주사위를 던지는 순간  갑자기 게임판에서 이제껏 본적 없는 괴조류떼가 튀어나와 물건들을 닥치는대로 부수어대기 시작한다  놀란 주디와 피터는 뒤늦게 후회하지만 이미 사태는 엎지러진 물  당황하는 주디와 피터 앞에   년전 쥬만지 게임을 하다가 게임판 안에 갇혀버린 알랜 패리쉬               로빈 윌리암스 분 가 나타나면서 주디와 피터는 이것이 단순한 게임의 수준을 넘어서는 초현실적인 것임을 깨닫고 전율한다  이제 알랜은   년이라는 잃어버린 세월을 찾기위해  주디와 피터는 자신들이 무심코 저지른 장난의 결과를 되돌려 놓기 위해 게임판 앞에 앉는다  이 세사람에 더해 알랜이 수소문끝에 찾은   년전의 친구 사라                보니 헌트 분 가 합류한다  그러나 좀체로 게임의 끝은 보이지 않고  게임판에서 나온 동물들은 주디와 피터의 집뿐 아니라 온 마을 전체를 휘젓기에 이른다  급기야 주디와 피터의 집은 정글로 변하고 쏟아지는 폭우속에 떠내려가던 네 사람은 운명을 건 마지막 주사위를 던진다 ,action
7,베놈 2: 렛 데어 비 카니지, 베놈 과 완벽한 파트너가 된  에디 브록  톰 하디  앞에  클리터스 캐서디  우디 해럴슨 가  카니지 로 등장  앞으로 닥칠 대혼돈의 세상을 예고한다  대혼돈의 시대가 시작되고  악을 악으로 처단할 것인가 ,action
8,탑 건,심장을 뛰게 하는 액션  음악  그리고 놀라운 항공 촬영을 통해  탑 건 은     년의 블록버스터  트작이 되었다   탑 건 은 해군의 명망 높은 전투기 무기 학교의 모든 조종사가 겪게 될 위험과 흥분을 그린다  톰 크루즈는 최고가 되려는 대담하고 젊은 조종사 피트 미첼 중령을 훌륭  표현했다  켈리 맥길리스는 민간인 강사로 수업을 통해서는 배우지 못할 몇 가지를 가르쳐 준다 ,action
9,칸다하,신원이 발각된     비밀 요원 탈레반과 파키스탄 정보국의 추적을 뿌리치고 살아남아야 한다       비밀 요원  톰 해리스  그는 이란의 핵 작전 을 무마시키기 위해 경유지인 아프가니스탄으로 향한다   하지만 펜타곤 소속 내부 고발자로 인해 작전이 노출되고  톰의 신분도 탄로나게 된다  이슬람 무장단체 탈레반과 파키스탄 정보국은 톰을 납치하기 위해 움직이기 시작했고  톰은 동맹군이 주둔하고 있는 칸다하로 향하게 되는데        마일 떨어진 아프가니스탄의 칸다하  그곳 만이 유일한 탈출구이다 ,action
