,title,text,category
407,아비정전,발 없는 새처럼 정착하지 못하고 날아다닐 수 밖에 없는 아비 장국영 분   바람기 많은 그는 축구경기장 매표소에서 일하는 수리진 장만옥 분 을 매일 찾아온다  곧 이들은 사랑에 빠지고  수리진은 아비와 결혼을 생각하지만 아비는 관심 밖의 일이다  아비는 루루 유가령 분 를 만나 또다른 사랑을 시작하고  수리진과 멀어진다  수리진은 아비의 집에 짐을 찾으러 갔다가 경찰관 유덕화 분 을 만나고 그에게서 위로를 받는다  루루와의 사랑도 식어갈 때 쯤  아비는 양어머니에게서 친어머니가 있는 곳을 알아내고 필리핀으로 가는데   ,drama
408,성룡의 쿵푸마스터,인도네시아에서 중국인 학교를 다니고 있는   살 소년 장일산  그의 한 가지 목표는 성룡의 제자가 되어 쿵푸를 배우는 것  박사 학위 소유자인 부모님과는 달리 중국어 시험에서 형편없는 점수로 낙제를 하고 친구들에게는 놀림거리가 된다  여름방학 때에 베이징에 있는 외가댁에 가야만 하는 장일산은  어떻게 하면 가지 않을 수 있을까  궁리를 하던 중 베이징에서 성룡이 영화를 찍는다는 소식을 듣게 되고  무작정 성룡을 찾아 베이징으로 향한다  외가댁에서는 손자를 기다리지만 도착할 시간이 지나도 일산은 나타나질 않고  과연 일산은 베이징에서 성룡을 만날 수 있을까 ,drama
409,NULL,NULL,drama
410,블루 재스민,         명품을 휘감고 파티를 즐기던 뉴욕 상위   의  재스민   사업가  할 과의 결혼으로 부와 사랑을 모두 가지게 된  재스민   뉴욕 햄튼에 위치한 고급 저택에서 파티를 열고  맨해튼  번가에서 명품 쇼핑을 즐기던 상위    그녀의 인생이 산산조각 난다  바로   할 의 외도를 알게 된 것                 모든 것을 잃은 그녀  화려하지만 우울하다  결혼생활을 끝내버리고 하루아침에 땡전 한 푼 없는 빈털터리가 된  재스민 은 여동생  진저 에게 신세를 지기 위해 샌프란시스코행 비행기에 오른다  명품샵 하나 없는 샌프란시스코 차이나타운에서 정반대의 삶을 살게 된 그녀  모든 것은 낯설기만 하고   진저 와 루저같아 보이는 그녀의 남자친구  칠리 가 불편하다  인정할 수 없는 현실에 혼잣말은 늘어만 가고 신경안정제마저 더 이상 듣지 않던 어느 날  그녀는 근사한 외교관  드와이트 를 만나면서 한줄기 희망을 발견하는데   뉴욕을 떠나 샌프란시스코에서 그녀는 과연 새로운 인생을 찾을 수 있을까 ,drama
411,허셀프,자신을 학대하던 남편과 이혼하고 홀로 어린 두 딸을 키우는 싱글맘 산드라  임시 거처에 머물며 새로운 보금자리를 찾기 위해 노력하지만 집도 일도 구하기란 쉽지 않다  이에 굴하지 않고 적은 비용으로 아이들과 함께 살 새로운 집을 짓기로 결심한다  한편  남편은 아이들의 양육권을 뺏기 위해 그녀를 고소하고 공무원들마저 그녀를 방해하기 시작하는데   세상의 냉혹한 현실 속에서 아이들을 지키기 위한 행복한 집 짓기가 시작된다 ,drama
412,드림,선수 생활 사상 최악의 위기를 맞은 쏘울리스 축구 선수 홍대 박서준  계획도  의지도 없던 홈리스 풋볼 월드컵 감독으로 재능기부에 나서게 된다 각본 없는 각본   으로 열정리스 현실파    소민 아이유 이 다큐 제작으로 합류하게 되면서 뜯어진 운동화와 슬리퍼  늘어진 반팔 티셔츠를 필두로 운동이라고는 한 번도 해본 적 없는 특별한    선수들이 국가대표로 선발된다 택견인지 축구인지 헷갈리는 실력과 발보다 말이 앞서는 홈리스 선수들의 환장할 팀워크  다큐에 대사와 상황 그리고 진정성 없는 연출을 강요하는 소민에 기가 막 는 감독 홍대 하지만 포기할 틈도 없이  월드컵 출전일은 코앞으로 다가오는데     이들의 도전은 성공할 수 있을까  쏘울리스 감독  열정리스     그리고 홈리스 국대 부족한 것 투성인 드림팀의 생애 단 한 번의 기회 ,drama
413,주토피아(패키지상품 : 더빙판 추가증정),누구나 살고 싶은 도시  위  주토피아 연쇄 실종 사건 발생   미치도록 잡고 싶었다    교양 있고 세련된 라이프 스타일을 주도하는 도시 주토피아  이 곳을 단숨에 혼란에 빠트린 연쇄 실종사건이 발생한다  주토피아 최초의 토끼 경찰관 주디 홉스는   시간 안에 사건 해결을 지시 받자 뻔뻔한 사기꾼 여우 닉 와일드에게 협동 수사를 제안하는데   스릴 넘치는 추격전의 신세계가 열린다 ,drama
414,해양천국,불치병을 앓고 있는 아버지는 홀몸으로 자폐아 아들을 키워왔지만 자신이 죽고 난 뒤 아들이 홀로 살아갈 것이 두렵다  자립할 수 있도록 삶에 필요한 기술들을 가르쳐나가며 조용  자신의 죽음을 준비하는 그는 아들에게 아쿠아리움의 거북이처럼 항상 함께 하겠다고 약속한다  이연걸의 휴먼드라마 도전작으로 호평을 받았으며  부성애가 뭉클한 감동을 선사한다  한국내에도 많은 팬이 있는 여배우 계륜미가 함께 출연한다    회 중국영화제 ,drama
415,NULL,NULL,drama
416,해리 포터와 불의 잔(4편),요즘 들어 매일 꾸는 악몽 때문에 이마의 상처에 더욱 통증을 느끼는 해리 다니엘 래드클리프 는 친구 론 루퍼트 그린트 과 헤르미온느 엠마 왓슨 와 함께 퀴디치 월드컵에 참가해 악몽에서 벗어날 수 있게 돼 마냥 기쁘다  그러나 퀴디치 캠프장 근방 하늘에 불길한 기운이 나타난다  바로 마왕 볼드모트의 상징인  어둠의 표식 이 나타난 것  볼드모트가   년 전에 자취를 감춘 뒤  감  모습을 드러내지 못했던 그의 추종자 데스 이터             들이 그 표식을 불러낸 것이다  두려움으로 가득 찬 해리는 안전한 호그와트 마법학교로 돌아가고 싶어한다  덤블도어 교장 마이클 갬본 경 이라면 자신을 지켜줄 수 있을 것이기에     그러나 올해는 예년과 상황이 좀 다르다  덤블도어 교장은 유럽의 세 개 명문 마법학교의 결속을 다지기 위해 그간 중단됐던 호그와트에서  트리위저드 대회 를 개최키로 했음을 발표한다  트리위저드 대회는 마법사들 세계에서 가장 흥미진진하고 위험한 마법경연대회  마법의 최고 명문  개 학교에서 선발된 챔피언 한 명씩 출전해  트리위저드 컵을 놓고 목숨을 건 경합을 벌이는 것이다  호그와트 학생들은 대회 참가를 위해 방문한 우아한 프랑스의 보바통 마법아카데미 여학생들과 강인한 분위기의 불가리아 덤스트랭 학교 남학생들이 연회장을 가득 메우자  경탄을 금치 못한다  장내가 정리되고 마법부 직원인 바티 크라우치 로저 로이드 팩 와 덤블도어 교장의 주재 하에 마법의  불의 잔 이 각 학교 출전자를 선발하는 의식이 열린다  현란한 불꽃의 축제 속에 불의 잔은 마침내 세 학생의 이름을 호명한다  덤스트랭 학교의 퀴디치 경기 슈퍼스타인 빅터 크룸 스타니슬라브 이아네브스키 과 보바통 마법아카데미의 플뢰르 델라쿠르 클레멘스 포에시   그리고 호그와트의 팔방미인이자 최고 인기남 케드릭 디고리 로버트 패틴슨 이 그들  그러나 세 명의 이름이 다 호명된 후  뜻밖에도 불의 잔은 또 한 명의 이름을 내뱉는다  그 이름은 바로  해리포터   그러나 해리는 시합 출전자의 나이 제한인   세보다 세 살이나 어린   세  게다가 불의 잔 속에 자신의 이름을 넣은 적이 없다며 출전 의사가 없음을 밝 지만 불의 잔의 단호한 뜻에 따라  어쩔 수 없이 출전하게 된다  이 일로 인해 해리포터에겐 의혹과 시기의 시선이 집중되고  추문 폭로기사 전문기자 리타 스키터 미란다 리쳐드슨 는 해리에 대한 모함성 기사를 써서 이를 더욱 부채질한다  해리의 절친한 친구인 론마저도 해리가 유명해지고 싶어서 불의 잔을 조작해 자신의 이름을 호명하게 했다고 믿기 시작한다  해리를 위험에 처하게 하기 위해 누군가 해리의 이름을 불의 잔에 넣은 것으로 생각한 덤블도어 교장은 신임  어둠의 마법 방어술  교수  매드아이 무디  브랜든 글리슨 에게 해리포터를 잘 지킬 것을 지시한다  해리는 트리위저드 대회의 세가지 과제에 대비한 마법 훈련에 돌입한다  그 과제란 불 뿜는 용 피하기  거대한 호수 깊이 잠수하기  살아있는 미로를 빠져 나오기 등  그러나 그보다 해리에게 더  든 숙제는 크리스마스 무도회인          에 함께 참석할 파트너를 구하는 문제다  해리에겐 용이나 인어  그라인딜로우와 싸우는 편이 사랑스러운 여학생 초 챙 케이티 렁 에게 크리스마스 무도회의 파트너가 돼달라고 부탁하는 것보다 훨씬 쉬운 일이다  한편 론은 헤르미온느에 대한 자신의 감정이 예전과 다르다는 걸 미처 깨닫지 못하고    그러던 중 호그와트 교정에서 누군가 살해되면서 상황은 급변한다  볼드모트의 악몽으로 두려움에 휩싸인 해리는 덤블도어를 찾아가지만 그 역시도 뚜렷한 해답을 제시하지 못한다  경기가 진행되고  해리와 다른 출전자들이 마지막 과제를 풀기 위해 안간 을 쓰고 있을 때 무언가가 계속 이들을 주시한다  승리가 목전에 다가온 그 순간  이제까지의 모든 진실이 밝혀지고 해리포터에게는 진정한 악과의 피할 수 없는 대결이 기다리고 있는데    ,drama
417,"조제, 호랑이 그리고 물고기들",츠네오는 심야의 마작 게임방에서 아르바이트를 하는 대학생  최근 그곳의 가장 큰 화제는 밤마다 유모차를 끌고 산책하는 할머니의 이야기다  그 안에는 큰돈이나 마약이 들어있을 거라고 수근대는 손님들  그러던 어느 날 새벽 츠네오는 언덕길을 달려 내려오는 유모차와 마주치는데  놀랍게도 그 안에는 한 소녀가 있었다  그것이 츠네오와 조제의 첫만남  할머니는 다리가 불편해 걷지 못하는 손녀를 유모차로 산책시키고 있었던 것  그녀의 이름 조제는 프랑소와즈 사강의 소설에서 따온 이름이다  츠네오는 음식솜씨가 좋고 방 안 구석에서 주워온 책들을 읽는 것이 유일한 행복인 조제와 친구가 된다  그런데 예쁜 여자친구도 있지만 웬일인지 자꾸 이 별나고 특별해 보이는 조제에게 끌리는 츠네오  그렇게 두 사람은 조금씩 조금씩 서로에게 가까워지며 사랑을 시작한다 ,drama
418,크라이시스,묵살되는 진실 중독성이 없는 진통제를 출시하려는 제약회사의 추악한 진실을 알게 된 대학 교수  무너지는 희망 싸늘한 시체가 되어 돌아온 아들  그 죽음의 배후를 찾아나선 엄마  끝이 없는 싸움 걷잡을 수 없는 시장  국제마약밀매단을 잡기 위해 언더커버가 된 요원  전쟁보다 더 많은 사람들이 죽어가는 시대 우리는 중독되고 있다,drama
419,나 홀로 집에,크리스마스 시즌의 시카고  말썽꾸러기라 집안 가족들로부터 욕을 듣고 따돌림 당하는 케빈은 늘 자신은 혼자 살거라면서 가족들이 모두 없어졌으면 좋겠다고 생각한다  자기의 치즈 피자를 먹은 형과 싸워 소동을 일으키자 엄마는 케빈을  층 다락방으로 올려보낸다  케빈의 가족들과 케빈의 집에 온 손님들은 다음 날에 크리스마스 연휴를 이용해 프랑스의 친척 집으로 떠날 계획이었다   그날 밤  바람이 세차게 불어 전화선과 전기선이 끊긴다  케빈의 가족들은 늦잠을 자게 되어 비행기 시간을 맞추기 위해 허둥대다가 그만  층 다락방에서 잠이 든 케빈을 두고 떠난다  잠에서 깬 케빈은 혼자 남은 것을 알고 하느님이 자신의 소원을 들어주었다고 기뻐한다  비행기를 타고 가던 케빈의 어머니는 무엇인가 빠뜨린 기분에 고민하다가 케빈을 두고 왔음에 놀란다  하지만 전화선이 불통이라  어쩔 수 없다가 프랑스에 도착한 식구들은 목적지로 가고 엄마는 케빈이 걱정이 되어 집으로 돌아갈 비행기표를 사기 위해 안간 을 쓰지만 연말연휴라 좌석이 없었다   혼자 집에 남은 케빈은 형과 누나 방을 구경하면서 즐거워한다  그리고 노래를 부르고 트리도 만들면서 자축한다  그런데 빈집털이  인조 도둑이 케빈의 집을 호시탐탐 노리고 있다는 것을 알게 되는데   ,drama
420,바비,원하는 무엇이든 될 수 있는  바비랜드 에서 살아가던  바비 가 현실 세계와 이어진 포털의 균열을 발견하게 되고  이를 해결하기 위해  켄 과 예기치 못한 여정을 떠나면서 펼쳐지는 이야기,drama
421,뜨거운 안녕,폭행 사건에 휘말려 호스피스 병동으로 사회봉사 명령을 받은 트러블 메이커 아이돌 가수  충의   반성하는 척 대충 시간이나 때우려 했으나  정체불명의 환자들에게 잘못 걸렸다  소시지에 환장하는 전직 조폭 출신 뇌종양 환자부터 밤마다 업소에 다니는 간암 말기의 가장  엽기도촬이 취미인 백혈병 꼬마  병원 군기잡는 까칠 자원봉사녀까지  하필이면 바람 잘 날 없는 이 곳에 오게 된 것  첫날부터 어디로 튈지 모르는 수상쩍은 시한부 환자들과 팽팽한 신경전을 벌인다   그러던 어느 날  하루빨리 벗어나고픈 마음이 간절한  충의 는 봉사시간을 따블로 쳐준다는 파격적인 조건에 넘어가 폐쇄 위기에 봉착한 병원을 살리기 위해 락 밴드 오디션에 참가하려는 시한부 환자들을 돕게 되는데   오늘 내일 하는 시한부 환자들과 문제 많은 아이돌 가수의 기적 같은 마지막 도전이 시작된다 ,drama
422,더 웨일,     의 거구로 세상을 거부한 채 살아가는 대학 강사  찰리 는 남은 시간이 얼마 없음을 느끼고 오랫동안 만나지 못한   대 딸  엘리 를 집으로 초대한다  그리고  매일 자신을 찾아와 에세이 한 편을 완성하면 전 재산을 주겠다고 제안한다 ,drama
423,카운트,    년 올림픽 금메달리스트지만     년 지금은 평범한 고등학교 선생인  시헌  진선규   선수 생활 은퇴 후 남은 건 고집뿐  모두를 킹받게 하는 마이웨이 행보로 주변 사람들의 속을 썩인다  그러던 어느 날  우연  참석한 대회에서 뛰어난 실력에도 불구하고 승부 조작으로 기권패를 당한  윤우  성유빈 를 알게 된  시헌 은 복싱부를 만들기로 결심한다  아내  일선  오나라 의 열렬한 반대와   교장  고창석 의 끈질긴 만류도 무시한 채   시헌 은 독기만 남은 유망주  윤우 와 영문도 모른 채 레이더망에 걸린  환주  장동주    복안  김민호 을 데리고 본격적인 훈련에 돌입하기 시작하는데     쓰리  투  원  긍정 파워 풀충전  그들만의 가장 유쾌한 카운트가 시작된다,drama
424,인어공주(패키지: 자막판+더빙판+싱어롱+부가영상),아틀란티카 바다의 왕  트라이튼 의 사랑스러운 막내딸인 인어  에리얼 은 늘 인간들이 사는 바다 너머 세상으로의 모험을 꿈꾼다  어느 날  우연  바다 위로 올라갔다가 폭풍우 속 가라앉는 배에 탄 인간  에릭 왕자 의 목숨을 구해준다  갈망하던 꿈과 운명적인 사랑을 이루기 위해 용기를 낸  에리얼 은 사악한 바다 마녀  울슐라 와의 위험한 거래를 통해 다리를 얻게 된다  드디어 바다를 벗어나 그토록 원하던 인간 세상으로 가게 되지만  그 선택으로  에리얼 과 아틀란티카 왕국 모두 위험에 처하게 되는데  바닷속  그리고 그 너머 아름다운 꿈과 사랑의 멜로디가 펼쳐진다 ,drama
425,헝거게임 : 판엠의 불꽃,세상을 변화시킬 거대한 혁명의 불꽃이 타오른다    개의 구역으로 이루어진 독재국가  판엠 이 체재를 유지하기 위해 만든 생존 전쟁  헝거게임   일년에 한번 각 구역에서 추첨을 통해 두 명을 선발  총   명이 생존을 겨루게 되는 것   헝거게임 의 추첨식에서  캣니스 는 어린 여동생의 이름이 호명되자 동생을 대신해 참가를 자청하며 주목을 받는다  과거 자신을 위기에서 구해줬던  피타  역시 선발되어 미묘한 감정에 휩싸인다   캣니스 는 금지구역에서 함께 사냥을 했던  게일 에게 가족을 부탁하며 생존을 겨루게 될 판엠의 수도  캐피톨 로 향하는데 ,drama
426,시간을 달리는 소녀,저 마코토에게는 남들에게 말 못할 비밀이 하나 있어요  타임리프라고 하는 능력이죠 어느 날 우연  그 능력을 가지게 됐어요 카즈야 이모 말에 따르면 내 또래 여학생들에게 자주 일어날 수 있는 일이라더군요 아무튼 그 능력 덕택에 학교 성적도 좋아지고 지각도 안하고 잦은 실수도 훨씬 줄어들었어요 세상 만사가 다 내 손안에 있는 느낌이었죠 친한 친구인 고스케와 치아키도 저의 변화가 싫지 않은 것 같아요  매일 셋이서 야구놀이하며 즐거운 나날을 보낼 수 있을 것 같았죠  그런데 느닷없이 치아키가 저에게 고백을 하는 거에요  마코토  나랑 사귀지 않을래   전혀 남자로 보이지 않던 녀석인데 저는 깜짝 놀라고 말았어요  어떻게든 그 고백을 없애기 위해 다시 과거로 돌아가 결국은 그 고백을 듣지 않게 되었어요  하지만 과거로 돌아가면 돌아갈수록  일이 점점 꼬여만 가요  친구인 유리와 치아키가 연인 사이로 발전하는걸 지켜보려니 마음만 씁쓸하고  고스케를 짝사랑하고 있던 후배 여학생의 고민상담까지 받은 저는 어떻게서든 두 사람을 이어주기 위해 과거에서 현재로 몇 번을 오갔는지 몰라요  게다가 제가 당할 뻔한 사고를 대신 고스케가 당하는 불상사까지 타임리프로 사람의 마음을 내 멋대로 바꾼 벌을 받고 있나 봐요  전 이제 어떡하면 좋을까요 ,drama
427,3월의 라이온 후편,어린 시절 가족을 잃고 홀로 살아가는 소년이 프로 장기 기사가 된다  그리고 세 자매를 만나면서 가족과 우정  사랑에 대한 새로운 세상을 만나게 된다   허니와 클로버 의 우미노 치카의 만화를 원작으로 한   월의 라이온 은 새로운 가족의 풍경을 보여준다    제  회 부천국제판타스틱영화제 ,drama
428,시,한강을 끼고 있는 경기도의 어느 작은 도시  낡은 서민 아파트에서 중학교에 다니는 손자와 함께 살아가는 미자  그녀는 꽃 장식 모자부터 화사한 의상까지 치장하는 것을 좋아하고 호기심도 많은 엉뚱한 캐릭터다 미자는 어느 날 동네 문화원에서 우연   시  강좌를 수강하게 되며 난생 처음으로 시를 쓰게 된다  시상을 찾기 위해 그 동안 무심  지나쳤던 일상을 주시하며 아름다움을 찾으려 하는 미자  지금까지 봐왔던 모든 것들이 마치 처음 보는 것 같아 소녀처럼 설레 인다  그러나  그녀에게 예기치 못한 사건이 찾아오면서 세상이 자신의 생각처럼 아름답지만은 않다는 것을 알게 되는데 ,drama
429,NULL,NULL,drama
430,서치,목요일 저녁  딸 마고에게 걸려온 부재중전화  통 아빠 데이빗은 그 후 연락이 닿지 않는 딸이 실종됐음을 알게된다   경찰의 조사는 본격적으로 시작되지만 결정적인 단서들이 나오지 않는 가운데  실종된 날 밤 마고가 향하던 곳이 밝혀지며 새로운 사실들이 발견된다   사건의 실마리를 찾은 곳은 다름 아닌 딸 마고의 노트북 구글  유튜브  페이스북 등    에서 상상조차하지 못한 딸의 진실이 펼쳐지는데   현실에서는 찾을 수 없는 딸의 흔적을 검색하다 ,drama
431,NULL,NULL,drama
432,해리 포터와 불사조 기사단(5편),길고도 지루한 여름 날 호그와트 마법학교 다섯 번째 해를 기다리고 있는 해리포터 다니엘 래드클리프   이모부 더즐리 식구들과 참고 사는 것도 지겨운데다 친구 론 루퍼트 그린트 과 헤르미온느 엠마 왓슨 에게서는 편지 한 통 오지 않는다  그러던 중 예상치 못했던 편지 한 장이 도착한다  그것은 해리가 학교 밖인 리틀 위닝에서 얄미운 사촌 두들리  즉 머글 앞에서 디멘터들의 공격을 막는 마법을 사용했기 때문에 호그와트 마법학교에서 퇴학 당하게 되었다는 소식이었다  앞이 캄캄한 해리  갑자기 어둠의 마법사 오러들이 나타나 해리를 불사조 기사단의 비밀 장소로 데리고 간다  시리우스 게리 올드만 를 위시한 불사조 기사단을 만난 해리는 과거  부모님들의 활약상을 알게 되어  을 얻고  자신을 퇴학시키기 위해 마법부 장관 코넬리우스 퍼지 로버트 하디 가 법정에 세우지만 덤블도어 교장 마이클 갬볼 경 의 중재 덕분에 무죄 판결까지 받는다  하지만 예언자 일보는 볼드모트 랄프 파인즈 가 돌아왔다는 해리의 말이 새빨간 거짓말이라며 비난하고 학생들 역시 해리를 의심하며 따돌린다  게다가 자신이 가장  들어 할 때 도움을 주던 덤블도어 교장까지도 이유 없이 해리를 멀리하고   한편  덤블도어도 못마땅한데 해리의 퇴학마저 무산이 되자 마법부 장관은  어둠의 마법방어술  과목에 돌로레스 엄브릿지 이멜다 스털톤 를 교수로 임명한다  하지만 엄브짓지의 마법방어술 수업은 학생들이 어둠의  으로부터 스스로를 지켜내기는커녕 오 려 곤경에 빠지게 한다  이에 헤르미온느와 론은 해리의 능력을 믿고 자칭  덤블도어의 군대 라고 명명한 비밀단체를 조직한다  해리는 어둠의 마법에 맞서 스스로를 지켜낼 수 있는 방법을 학생들에게 가르쳐주며 앞으로 닥칠 격전에 대비시킨다  그러나 밤마다 불길한 사건을 예견하는 악몽에 시달리는 해리  이제 볼드모트와의 대결이 머지 않았음을 느끼게 된다  시리우스가 공격 당하는 악몽을 꾼 해리는 덤블도어 군대와 함께 마법부 미스터리 부서 예언의 방으로 향한다  그리고 이어 나타난 죽음을 먹는 자들   빛의 마법과 어둠의 마법간의 불꽃 튀는 대결 해리포터와 불사조 기사단  호그와트의 운명이 그들에게 달렸다 ,drama
433,리바운드,농구선수 출신 공익근무요원  양현 은 해체 위기에 놓인 부산중앙고 농구부의 신임 코치로 발탁된다  하지만 전국대회에서의 첫 경기 상대는 고교농구 최강자 용산고  팀워크가 무너진 중앙고는 몰수패라는 치욕의 결과를 낳고 학교는 농구부 해체까지 논의하지만   양현 은    까지 올랐던 고교 시절을 떠올리며 다시 선수들을 모은다  주목받던 천재 선수였지만 슬럼프에 빠진 가드  기범  부상으로 꿈을 접은 올라운더 스몰 포워드  규혁  점프력만 좋은 축구선수 출신의 괴력 센터  순규  길거리 농구만 해온 파워 포워드  강호  농구 경력  년 차지만 만년 벤치 식스맨  재윤  농구 열정만 만렙인 자칭 마이클 조던  진욱 까지 아무도 주목하지 않은 최약체 팀이었지만 신임 코치와  명의 선수가     년 전국 고교농구대회에서 써 내려간  일간의 기적 모두가 불가능이라 말할 때  우리는  리바운드 라는 또 다른 기회를 잡는다 ,drama
434,찰스 다윈: 종의 기원,생물학자 찰스 다윈의 종교에 대한 믿음은 사랑하는 딸 애니가 열 살의 나이로 세상을 떠나자 크게 변하게 된다  다윈의 부인 엠마는 기독교 신앙이 매우 깊었고 그걸 알고 있는 그도 아내와의 갈등을 원하지 않는다      년대 중반부터 진화론을 알리기 위하여 과감하게 자신의 생각을 담은 책의 집필을 구상하기 시작한다  하지만 딸의 죽음으로 엠마는 신앙에 더욱 의지하고  다윈은 자신의 이론과 맞지 않는 신을 더욱 멀리하게 된다  그렇게 오랜 시간 끝에 진화론 책을 완성하지만 엠마의 종교적 신념으로 인한 반대로 다윈은 깊은 고뇌에 빠지게 되는데     인류사를 바꾼 위대한 과학  찰스 다윈의 이야기가 시작된다,drama
435,더티 프리티 씽,소개 정보가 없습니다,drama
436,나의 천사,어느 날  창녀 콜레트는 반갑지만은 않은 전화 한 통을 받는다  이름도 가물가물 한 여자가 내일 자신이 감옥에서 출소하게 되니 기차역으로 자신의 아들을 데리고 나와달라고 부탁한 것이다  너무나도 절박한 그녀의 부탁에 콜레트는 그만 수락하고 만다  다음날 콜레트는 그녀의 아들을 데리러 병원으로 향한다  하지만 기다리고 있었던 것은 보호가 필요한 어린 소년이 아닌  이미 다 커버린 반항기 가득한 빌리였다  약속된 시간  역에서 빌리의 엄마를 기다리던 콜레트는 결국 그녀를 찾지 못하다  설상가상 빌리의 어머니는 시체로 발견되고 그녀가 남긴 돈 때문에 둘은 쫓기는 처지가 되는데     걸 온 더 브릿지 의 바네사 파라디와 각본가 세르쥬 프리드망이 다시 만난 작품  그동안 파트리스 르콩트의 각본을 주로 써왔던 세르쥬 프리드망의 감독데뷔 작품이기도 하다  이제 막 소녀적 판타지를 벗어버린 창녀 콜레트가 역시 어른과 아이의 경계선에 서있는 소년을 만나 우연  떠나게 되는 여행을 그린 이 영화는 그들 사이의 큰 나이차가 때론 아무것도 아닌 것 같지만 때로는 얼마나 우주처럼 아득하게 느껴지게 만들어질 수 있는지  그리고 두 사람이 어떻게 간극을 극복하는지를 그려낸다  콜레트의 감수성을 대변하는 듯한 엘비스 프레슬리의 낭만적인 음악  톰 웨이츠의 쓸쓸한 목소리가 두 상처 입은 영혼이 우연  떠나게 되는 섬세하고 연약한 시적인 여행을 그린 로드무비를 풍부하게 만들어준다 ,drama
437,NULL,NULL,drama
438,알라딘(패키지: 자막판+더빙판+싱어롱+부가영상),머나먼 사막 속 신비의 아그라바 왕국의 시대  좀도둑  알라딘 은 마법사  자파 의 의뢰로 마법 램프를 찾아 나섰다가 주인에게 세 가지 소원을 들어주는 지니를 만나게 되고  자스민 공주의 마음을 얻으려다 생각도 못했던 모험에 휘말리게 되는데 ,drama
439,판의 미로 - 오필리아와 세 개의 열쇠,아주 먼 옛날  인간들은 모르던 지하왕국  행복과 평화로 가득 찬 환상의 세계에 공주가 있었다  햇빛과 푸른 하늘이 그리웠던 공주는 인간 세계로의 문을 열고 만다  하지만 너무나 눈부신 햇살에 공주는 기억을 잃은 채로 죽어갔다  꿈 많은 소녀  오필리아는 만삭인 엄마와 함께 군인인 새아버지의 부대 저택으로 이사를 간다  하지만 자신을 못 마땅해하는 냉혹한 새아버지에게 두려움을 느끼는데다  신비한 숲으로 둘러싸인 저택의 이상한 분위기에 잠을 못 이루던 오필리아에게 요정이 나타난다  신비로운 모습에 이끌린 오필리아는 요정을 따라 미로로 들어가게 되고 거기서 판이라는 기괴한 요정을 만난다  판은 오필리아에게 그녀가 지하왕국의 공주였으나 인간세계로 나왔다 돌아가지 못하고 인간으로 살아가고 있음을 알려주고 다시 공주로 돌아가기 위한 방법으로 세 가지 미션을 제안한다  오필리아에게 판이 알려준 세 가지 미션은 용기와 인내와 희생에 관한 불가능한 모험들  오필리아는 백지에 미션의  트가 그려지는 마법 동화책과 어디든 그리는 대로 문이 생기는 마법 분필  그리고 충실한 안내자인 요정들의 도움을 받아 미션을 해결해 나간다  과연 오필리아는 행복과 평화만이 존재하는 지하왕국으로 돌아갈 수 있을까 ,drama
440,비공식작전, 비공식적으로  알아서 해라  여기는 하루하루가 지뢰밭이에요      년   년째 중동과를 벗어나지 못하고 있는 외교관  민준  하정우   어느 날 수화기 너머로   개월 전 레바논에서 실종된 외교관의 암호 메시지가 들려온다  성공하면 미국 발령이라는 희망찬 포부에 가득 찬 그는 비공식적으로 동료를 구출하는 임무에 자원해 레바논으로 향한다  공항 도착 직후  몸값을 노리는 공항 경비대의 총알 세례를 피해 우연  한국인 택시기사  판수  주지훈 의 차를 타게 된  민준   갱단까지 돈을 노리고 그를 쫓는 지뢰밭 같은 상황 속  기댈 곳은 유일한 한국인인  판수  뿐이다  그런데 돈만 주면 뭐든 하는 수상쩍은 이 인간  과연 함께 동료를 구할 수 있을까 ,drama
441,NULL,NULL,drama
442,여름날 우리,처음이었다  사랑이 싹트는 기분  너에게 풍덩 빠져버렸던   살의 여름  너를 두고 아무 것도 할 수 없었던   살의 여름  그리고 몇 번의 여름이 지나고 다시 만난 너  이젠 놓치지 않을 거야    널 만난 건 내 인생 최고의 행운이었어 ,drama
443,스페셜 포스 : 블러드 마운틴,이슬람 무장 테러단체   에 의해 납치된 터키 기자  세이다   그녀는 이라크 분쟁 지역 주민들을 인터뷰하다 납치되어 참수당할 위기에 처한다   세이다 를 구출하기 위해 터키 정부는 비밀 수색 및 구조를 전담하는 특수부대를 파견하고  특수 부대장  베이셀 은  명의 팀원들을 이끌고 이라크로 향하는데   ,drama
444,"귀향, 끝나지 않은 이야기", 귀향 이 일본군  위안부  피해자들에 대한  기록 과  위로 였다면   귀향  끝나지 않은 이야기 는 우리가 전하는  약속 입니다    언니야 이제 집에 가자 ,drama
445,리틀 포레스트,시험  연애  취업  뭐하나 뜻대로 되지 않는 일상을 잠시 멈추고 고향으로 돌아온 혜원은 오랜 친구인 재하와 은숙을 만난다 남들과는 다른  자신만의 삶을 살기 위해 고향으로 돌아온  재하   평범한 일상에서의 일탈을 꿈꾸는  은숙 과 함께 직접 키운 농작물로 한끼 한끼를 만들어 먹으며 겨울에서 봄  그리고 여름  가을을 보내고 다시 겨울을 맞이하게 된 혜원  그렇게 특별한 사계절을 보내며 고향으로 돌아온 진짜 이유를 깨닫게 된 혜원은 새로운 봄을 맞이하기 위한 첫 발을 내딛는데 ,drama
