,title,synopsis,category
0,NULL,NULL,melo
1,NULL,NULL,melo
2,첫 키스만 50번째,낮엔 수족관의 동물을  밤엔 하와이를 찾은 여자관광객을 돌보는    매력적인 수의사 헨리 아담 샌들러   진실한 사랑은 자신의 인생에 방해만 된다고 굳게 믿고 있던 그에게 일생일대의 사건이 발생했다  바로 우연  만난 루시 드류 배리모어 와 한눈에 사랑에 빠진 것  헨리는 노련한 작업 솜씨를 발휘  그녀와의 첫 데이트 약속을 받아내는데 성공한다  하지만 데이트 첫날  그녀를 만나 반갑게 인사를 건넨 헨리는 오 려 파렴치한으로 몰리고  가만  보니 그녀는 어제 일은 커녕 그를 기억조차 못하는 눈치  세상에나    알고 보니 루시는  년전 교통사고 이후 사고 당일로 기억이 멈춰버린 단기 기억상실증 환자  둘의 사랑은 매일 매일 반복되지만  다음날이면 그가 누구인지조차 기억하지 못하는 루시의 사랑 유통기한은 딱  하루 뿐이다  이제 하루 하루 뿐일지라도 그녀의 완벽한 연인이 되기로 결심한 헨리는 매번 새로운 그녀와의 첫데이트를 위해 갖가지 기상천외한    작업을 시도하는데   ,melo
3,NULL,NULL,melo
4,롱디,  년 만나는 동안 이렇게 떨어져 본 적이 있나    여자친구  태인 의 갑작스러운 이사로 계획에도 없는 장거리 연애를 시작한  도하   매일 같이 쉴 새 없이 이어지는 카톡과 영상통화에도 넘쳐나는 사랑을 표현하기에는 한없이 모자란  도하 는  태인  몰래 프로포즈를 준비한다   하지만 점점 뜸해지는  태인 의 연락   도하 는 예전 같지 않은  태인 에게 점점 믿음이 깨지는 것을 느끼는데   화면 너머로 사랑을 이어가는 건 정말 어려운 걸까     세대가 전하는 이 시대의 새로운 사랑법 ,melo
5,웜 바디스,이름도  나이도  자신이 누구였는지 전혀 기억하지 못하는 좀비      폐허가 된 공항에서 다른 좀비들과 무기력하게 살아가고 있던    은 우연  아름다운 소녀  줄리 를 만난다  이때부터 차갑게 식어있던    의 심장이 다시 뛰고  그의 삶에 놀라운 변화가 시작되는데     줄리 를 헤치려는 좀비들 사이에서 그녀를 지켜내기 위해 고군분투 하는      그리고 좀비를 죽이려는 인간들로부터    을 지켜주려는  줄리   누구도 상상하지 못했던 둘의 사랑은 전쟁터가 되어버린 세상을 바꾸기 시작한다   사랑할 수 밖에 없는 좀비    과  줄리 의 유쾌하고 치열한 로맨스가 시작된다 ,melo
6,NULL,NULL,melo
7,서약,열렬  사랑하는 부부 페이지 레이첼 맥아담스 와 레오 채닝 테이텀 는 불의의 교통사고를 당하고  혼수 상태로 누워있던 페이지는 가까스로 눈을 뜨지만 남편과 사랑했던 추억 뿐만 아니라 남편의 존재마저 기억하지 못한다  레오를 만나기 전의 기억만을 회복한 페이지는 남편과의 생활에 적응하지 못하고 그의 곁을 떠나지만 레오는 아내의 사랑을 되찾기 위해 갖은 노력을 기울인다  그러나 그들 앞에 페이지의 옛 애인 제레미가 나타나는데  과연 그들은 다시 사랑에 빠질 수 있을까 ,melo
8,NULL,NULL,melo
9,닥터 지바고, 세의 나이에 고아가 된 유리 지바고       오마 샤리프 분 는 그로메코가   에 입양되어 성장한다  그는     년 어느 겨울 밤  크렘린 궁성 앞에서 노동자들과 학생들이 기마병에게 살해되는 것을 보고 큰 충격을 받는다  이일 이후 그는 사회의 여러 뒷면들을 접하게 되고  의학을 공부해 빈곤한 사람들을 돕고자 꿈꾼다  그는 그로메코가의 고명딸 토냐        제랄린 채플린 분 와 장래를 약속하면서 열심  의학실습에 몰두하는데 운명의 여인 라라       줄리 크리스티 분 와 마주친다  그녀는 어머니의 정부 코마로프스키             로드 스테이거 분 에게 정조를 빼앗기자 사교계의 크리스마스 무도회장에서 코마로프스키에게 방아쇠를 당겨 총상을 입 다  유리는 다시 한번 이 여인에게 호기심을 느낀다  그러나 라라에게는 혁명가 파샤                   톰 카우트네이 분 라는 연인이 있었다      년  차대전이 일어나고 군의관으로 참전한 그는 우연  종군간호부로 변신한 라라와 반갑게 해후한다      년 혁명정부가 수립된 러시아에서 유리와 같은 지식인은 제일 먼저 숙청될 대상이었다  그래서 그는 우랄 산맥의 오지 바리끼노로 숨어든다  궁핍하지만 평화가 감도는 전원 생활을 보내다 적적함을 달래기 위해 시내 도서관을 찾은 그는 우연  그 근처로 이주해온 라라와 다시 운명적으로 만나게 된다  이때부터 유리는 라라와 토냐 사이를 오가면서 이중 밀회를 지속한다  그뒤 빨치산에 잡혀 강제 입산을 당한 유리는 천신만고 끝에 탈출하여 이리저리 방황하다가 전차에서 내리는 라라를 보고 황급  뛰어가다 심장마비로 절명한다  이것도 모르는 라라는 내란 통에 잃어버린 유리와의 사이에서 난 딸을 찾기 위해 이곳저곳을 기웃거리고 있었다 ,melo
10,NULL,NULL,melo
