,title,synopsis,category
0,옥수역귀신,특종이 필요한 기자  나영 은 옥수역에서 근무하는 친구  우원 을 통해  옥수역 에서 계속해서 일어난 사망사건들을 듣게 된다   나영 은  우원 과 함께 취재를 시작하고 그녀에게 계속 괴이한 일들이 벌어지는데  무언가 있다  옥수역에 ,horror
1,NULL,NULL,horror
2,마이너리티 리포트,    년 워싱턴  범죄가 일어나기 전 범죄를 예측해 범죄자를 단죄하는 최첨단 치안 시스템 프리크라임은 시민들의 안전을 지켜주는 든든한 존재이다  프리크라임 시스템은 범죄가 일어날 시간과 장소  범행을 저지를 사람까지 미리 예측해내고  이를 바탕으로 프리크라임 특수경찰이 미래의 범죄자들을 체포한다  프리크라임 팀장인 존 앤더튼 톰 크루즈 은 천부적인 감각으로 미래의 범죄자를 추적해내는 능력을 인정받고 있다  그가 프리크라임에 최대한의 열정을 기울이는 것은   년전 자신의 아들을 잃은 아픈 기억을 다른 사람에게만은 되풀이하고 싶지 않기 때문이다  한편  앤더튼은 프리크라임 감사를 위해 연방정보국에서 파견된 대니 워트워 콜린 파렐 와 사사건건 대치하는 가운데 프리크라임 시스템은 믿을 수 없는 살인을 예견한다  그것은 바로 앤더튼 자신이 누군가를 살해하는 범행 장면  이제 프리크라임의 모든 시스템이 앤더튼을 추격한다  앤더튼은 음모를 파헤치기 위해  미래를 바꾸기 위해 직접 미래의 피살자를 찾아나선다  자신이 저지를 범죄 현장에 한 발짝씩 다가갈수록 앤더튼 앞에는 믿을 수 없는 사실들이 드러나고  앤더튼의 의지와는 상관없이 예견된 희생자가 나오는데  이제 그의 미래는 돌이킬 수 없는 것이 되고 마는가   ,horror
3,NULL,NULL,horror
4,NULL,NULL,horror
5,미션 임파서블: 폴아웃(부가영상 제공),도난당한 핵무기를 되찾아 오는 위험천만한 작전 중  에단 헌트 톰 크루즈 는 임무를 포기하고  팀원의 목숨을 구하는 선택을 한다  이제  핵무기는 문명을 무너뜨리려는 사악한 테러조직의 손에 넘어갔다  세계를 멸망시킬 핵 재앙을 막기 위해 세계 최강 스파이기관     의 에단 헌트와 정예 요원들 사이먼 페크  빙 라메스  레베카 퍼거슨 은 숙명의 라이벌  중앙정보국    의 상급 요원 헨리 카빌 과 불편한 동맹을 맺어야만 한다  이보다 더 불가능한 미션은 없었다  역대 최대 규모  최강 액션을 기대하라 ,horror
6,현기증,경찰관인 스카티 퍼거슨 제임스 스튜어트 은 높은 곳에 올라가면 심각한 현기증을 느끼는 고소공포증 때문에 경찰을 그만 두고 사립탐정의 길로 들어서게 된다  어느 날 그는 대학 친구였던 개빈 엘스터 톰 헬모어 로부터 망령에 사로잡  자신의 부인 매들린 킴 노박 을 미행해 달라는 부탁을 받는다  스카티는 잠시 망설이지만 곧 그녀의 신비로운 모습에 매혹되어 홀린 듯이 그녀의 뒤를 쫓는다  얼마 후 그는 금문교 아래에서 강물에 뛰어든 매들린을 구한 후로 그녀와 사랑에 빠지고 매들린 역시 그에게 사랑을 느끼게 된다  그러나 매들린이 이끄는 대로 교외의 한 수녀원에 간 스카티는 종탑에 올라가는 매들린을 따라 올라가다가 다시 고소공포증을 느끼게 되고  그 사이 매들린은 그만 추락사하고 만다  매들린을 구하지 못했다는 죄의식에 사로잡혀 신경쇠약에 걸린 스카티는 매들린이 갔던 장소를 찾아다니며 그녀의 흔적을 찾는다  그러던 어느 날  스카티는 길에서 우연  매들린과 흡사한 외모의 아가씨를 만난다  하지만 그녀는 자신이 주디 바턴이며 그를 본 적도  매들린에 대해 들어 본 적도 없다고 주장한다  스카티는 그녀에게 끌리지만 매들린과 똑같은 모습 때문에 혼란을 느낀다  외모만 비슷할 뿐 머리색이나 옷차림이 전혀 다른 그녀에게서 매들린의 모습을 찾아내려는 스카티는 심지어 그녀에게 염색을 하고 매들린과 비슷한 옷을 입으라고까지 요구한다  매들린처럼 차려입은 주디를 보며 심한 동요를 느끼는 스카티  그런 그의 눈에  주디가 과거 매들린이 좋아하던 초상화의 주인공이 했던 목걸이를 한 것이 보이자 스카티는 주디가 실은 매들린임을 짐작하게 된다   스포일러  주디와 매들린은 동일 인물로 그녀는 그들이 앞서 만났을 때 엘스터의 아내가 아니라 그의 정부였다  그녀가 죽은 것으로 위장한 것은 엘스터가 실제 아내를 제거하려고 치밀하게 꾸민 계획의 일부였다  두 공범은 고소공포증을 가진 전직 형사 스카티가 엘스터 부인의 자살을 목격했다고 자백하도록 계획을 꾸밈으로써 살인을 은폐하려고 했던 것이다  스코티는 주디가 고백하도록 하기위해 그녀를 강제로 종루 꼭대기까지 끌고 올라가 겁에 질린 매들린이 사고로 미끄러진 것임을 확인하려 한다  그러나 이번엔 실제로 주디가 떨어져 죽고 만다 ,horror
7,호텔 뭄바이,   여 년 전통의 아름다운 초호화 호텔 타지는 오늘도 전 세계에서 온 수백 명의 사람들과 직원들로 북적인다  다양한 사람들이 호텔 안에서 저녁시간을 보내던 그 때 거대한 폭발음이 들리고 혼비백산한 인파가 호텔로 몰려온다  그리고 그들과 함께 커다란 배낭을 멘 젊은 청년 몇몇이 호텔로 들어오는데 ,horror
8,그것,살인과 실종사건이 이상하게 많이 생기는 데리라는 마을  비 오는 어느 날 종이배를 들고 나간 동생이 사라졌다  형 빌은  루저 클럽  친구들과 함께 동생을 찾아 나서고    년마다 가장 무서워하는 것의 모습을 한 채 아이들을 잡아먹는다는  그것 이 빨간 풍선을 든 삐에로의 모습으로 그들 앞에 나타나는데  빌과 친구들은 공포를 이겨내고  그것 에 맞서 동생과 사라진 아이들을 찾을 수 있을까 ,horror
9,미션 임파서블 2,러시아의 생물공학자인 네코비치 박사                 레이드 세르베드비자 분 는 어느 날                              의 요원인 이단 헌트             톰 크루즈 분 에게 구원을 요청한다  그는 그리스 신화를 인용한  키메라 라는 바이러스를 만들어 냈고  또한 이를 억제할 벨레로폰도 만들어 냈음을 밝 다  그러나 시드니에서 질병센터가 소재한 아틀란타로 가는 비행기에 탑승한 것은 헌트로 변장한 테러리스트 앰브로즈               더그레이 스콧 분 였다  앰브로즈는 박사에게서 벨레로폰을 탈취한 후 비행기 추락사고를 가장하여 그를 살해한다  그러나 앰브로즈는 정작 필요한 악성 바이러스인 키메라가 없었으므로 그의 작전은 반쪽 성공일 뿐이었다  이 사건으로    측에서는 앰브로즈가 가진 것이 무엇인지 알아내려고 헌트를 불렀고 그는 키메라라는 것이 인플루엔자  즉 유행성감기를 없애기 위한 완벽한 치료제인 벨레로폰을 유전학적으로 조합하다가 부수적으로 만들어진 끔찍한 악성 바이러스라는 사실을 알아낸다  헌트는 과거 앰브로즈의 애인이었던 니아 홀            탠디 뉴튼 분 을 포섭해 대원으로 만든다  그러나 그녀와 사랑에 빠진 헌트는 그녀의 안전을 위해 노력하며  앰브로스의 음모를 캐내려 한다  모든 음모를 알아낸 헌트는 바이오싸이트 제약회사에 보관되어 있는 마지막 남은 키메라바이러스를 파괴하기 위해 제약회사 건물에 침투한다  그러나 헌트와 애인인 니아의 관계를 알아 챈 앰브로즈는 헌트의 침투작전을 역이용하여 키메라를 손에 넣고 만다  한편 헌트와 앰브로즈와의 결투과정에서 헌트를 살리기 위해 스스로 키메라 바이러스를 몸에 주입한 니아는 자신이 죽으면 바이러스가 파괴된 것으로 믿고 스스로 자살할 결심을 하는데 ,horror
