,title,synopsis,category
0,폴라 익스프레스,눈 오는 크리스마스 이브  한 소년이 잠에서 깨어 뭔가를 기다리고 있다  그것은 바로 산타의 썰매소리    과연 내가 그 소리를 들을 수 있을까   자정을  분 남겨둔 시각  갑자기 들리는 굉음에 소년은 화들짝 놀라 유리창의 성에를 닦고 밖을 내다보니 눈 앞에서 펼쳐진 건 너무나 놀라운 광경  검은색 기차가 거친 엔진소리를 내뿜으며 그의 집 앞에 멈춰서는 것이 아닌가  소년은 잠옷 차림에 슬리퍼를 신고 뛰어나간다  기차의 차장은 소년을 기다리고 있었다는 듯 말을 건넨다   탈 거니    어디로 가는 거죠   소년이 묻자 차장은 대답한다   물론 북극으로 가는 거지  이건 북극행 특급열차 폴라 익스프레스야   소년은 폴라 익스프레스를 타고 기나긴 여행길에 오른다  그리고 그 여행길에서 소년은 인생의 놀라운 신비를 발견하면서 차츰 자아를 찾게 되는데 ,drama
1,이집트 왕자(패키지: 자막판+더빙판), 이 영화의 원전은  출애굽기             이며  예술적 역사적 배경은 수많은 믿음의 초석인 성경의 핵심적 내용과 본질 믿 가치에 입각했다   모세  이야기도  출애굽기 에 기록돼 있다    브리 인이 모두 이집트의 노예로 소유되었던 시대   브리 인의 반란과 예언자의 출현을 두려워한 이집트 왕 세티는  브리 신생남아를 모두 죽이라는 명령을 내린다  아기 모세의 어머니와 형제들은 아기를 광주리에 담아 강물에 띄워 보내고  왕비에게 발견된 모세는 람세스와 함께 건장한 이집트 왕자로 성장한다  어느 날 밤 모세는 파티에서 선물받은 미디안 처녀 십보라가 도망치는 뒤를 밟다가 자신의 친형제 미리암  아론과 마주친다  미리암으로부터 자신의 출생과 성장의 비밀을 들은 모세는 아버지로 믿어왔던 세티에게서 이 사실을 확인하고 괴로와한다  그러던 어느 날 모세는  브리 노예가 학대받는 것을 보고 실수로 건설감독을 떼밀어 죽인다  자신의 성장배경과 예기치 않은 살인으로 충격받은 모세는 왕궁을 떠나 사막을 배회하다가 미디안 처녀 십보라가 속한 유랑민을 만난다  그들과 함께 생활하면서 아름다운 십보라와 결혼하여 행복하게 살던 모세는 우연  양을 찾으러 나갔다가 불붙은 떨기나무를 보고 하나님의 계시를 듣는다  그 계시는 바로 이집트인의 박해로부터  브리인을 구하라는 것  왕궁으로 돌아온 모세를 보고 람세스는 뛸듯이 반가와하지만 모세가  브리인의 해방을 요구하자 저주를 내리겠다고 협박한다  모세는 하나님의 말씀과 인도에 따라 이집트에 열 가지 재앙을 내린다  이집트인의 장자를 죽이는 열 번째 재앙에 람세스의 아들도 목숨을 잃자 마침내 람세스는 모세로 하여금  브리인들을 데리고 떠나도록 허락한다  모세가 이끄는  브리 백성들의 무리가 홍해에 다달았을 무렵 복수심에 불타는 람세스가 병사를 이끌고 따라온다  위기의 상황에서 모세가 하나님이 주신 지팡이를 홍해에 담그자 물이 양쪽으로 갈라지는 기적이 일어나는데 ,drama
2,문라이트,마이애미를 배경으로 한 흑인 아이가 소년이 되고 청년으로 성장해 가는 과정에서 푸르도록 치명적인 사랑과 정체성에 관한 이야기,drama
3,다가오는 것들,파리의 고등학교에서 철학을 가르치는  나탈리 이자벨 위페르  는 두 아이의 엄마이자 한 남자의 부인  그리고 홀어머니의 딸로서 바쁘지만 행복한 날들을 지내고 있다  그러던 어느 날 남편의 갑작스러운 고백과 함께 그녀의 평화롭던 삶이 흔들리기 시작하는데 ,drama
4,NULL,NULL,drama
5,이집트 왕자, 이 영화의 원전은  출애굽기             이며  예술적 역사적 배경은 수많은 믿음의 초석인 성경의 핵심적 내용과 본질 믿 가치에 입각했다   모세  이야기도  출애굽기 에 기록돼 있다    브리 인이 모두 이집트의 노예로 소유되었던 시대   브리 인의 반란과 예언자의 출현을 두려워한 이집트 왕 세티는  브리 신생남아를 모두 죽이라는 명령을 내린다  아기 모세의 어머니와 형제들은 아기를 광주리에 담아 강물에 띄워 보내고  왕비에게 발견된 모세는 람세스와 함께 건장한 이집트 왕자로 성장한다  어느 날 밤 모세는 파티에서 선물받은 미디안 처녀 십보라가 도망치는 뒤를 밟다가 자신의 친형제 미리암  아론과 마주친다  미리암으로부터 자신의 출생과 성장의 비밀을 들은 모세는 아버지로 믿어왔던 세티에게서 이 사실을 확인하고 괴로와한다  그러던 어느 날 모세는  브리 노예가 학대받는 것을 보고 실수로 건설감독을 떼밀어 죽인다  자신의 성장배경과 예기치 않은 살인으로 충격받은 모세는 왕궁을 떠나 사막을 배회하다가 미디안 처녀 십보라가 속한 유랑민을 만난다  그들과 함께 생활하면서 아름다운 십보라와 결혼하여 행복하게 살던 모세는 우연  양을 찾으러 나갔다가 불붙은 떨기나무를 보고 하나님의 계시를 듣는다  그 계시는 바로 이집트인의 박해로부터  브리인을 구하라는 것  왕궁으로 돌아온 모세를 보고 람세스는 뛸듯이 반가와하지만 모세가  브리인의 해방을 요구하자 저주를 내리겠다고 협박한다  모세는 하나님의 말씀과 인도에 따라 이집트에 열 가지 재앙을 내린다  이집트인의 장자를 죽이는 열 번째 재앙에 람세스의 아들도 목숨을 잃자 마침내 람세스는 모세로 하여금  브리인들을 데리고 떠나도록 허락한다  모세가 이끄는  브리 백성들의 무리가 홍해에 다달았을 무렵 복수심에 불타는 람세스가 병사를 이끌고 따라온다  위기의 상황에서 모세가 하나님이 주신 지팡이를 홍해에 담그자 물이 양쪽으로 갈라지는 기적이 일어나는데 ,drama
6,마녀 배달부 키키,완벽한 마녀가 되기 위한 초보마녀 키키의 특급 배달 작전이 시작된다  마녀인 엄마와 인간인 아빠 사이에서 태어난 소녀  키키 는   살이 되던 만월의 어느 밤  검은 고양이  지지 와 함께 마녀 수행을 떠난다  불안한 비행으로 첫 출발한  키키 는 갑작스런 폭우에 비를 피하기 위해 기차에 숨어들고 이른 아침 기차 밖으로 보이는 넓은 바다 근처 항구도시를 보고 앞으로 이곳에서 살기로 결심한다  비행 능력으로 마을 이곳 저곳의 배달 일을 도맡게 된  키키 는 이제 어느 덧 마을에도 익숙해져 가고 배달 일 역시 재밌게 느껴진다  그러던 어느 날  키키 는 갑자기 마법 능력을 잃게 되고 급기야 하나 뿐인 마법 지팡이마저 부러지게 된다  과연  키키 는 마법의  을 되찾고 진정한 마녀가 될 수 있을 것인가 ,drama
7,바울,그리스도가 부활한 지 약   년 후인      년  로마제국의 황제  네로 는 자신의 광기로 일어난 대화재의 원인으로 신흥종교인 기독교에 책임을 돌린다   짐승들의 먹이가 되거나 불태워지며 극심한 박해를 받는 크리스천들  그리고 그들의 리더인  바울 은  네로 의 명령에 의해 감옥에 갇혀 사형될 날만을 기다리고 있다   이러한 상황 속에서 바울의 동역자인  누가 는 죽음의 문턱  두려움 속에 점점 희망을 잃어가는 크리스천들에게  바울 의 일생과 그가 얻은 지혜를 사도행전으로 기록하여 전하고자 깊은 감옥 속으로 숨어드는데  ,drama
8,파수꾼,한 소년이 죽었다  평소 아들에게 무심했던 소년의 아버지 조성하 는 아들의 갑작스런 공백에 매우 혼란스러워하며 뒤늦은 죄책감과 무력함에  아들 기태 이제훈 의 죽음을 뒤쫓기 시작한다  아들의 책상 서랍 안  소중하게 보관되어 있던 사진 속에는 동윤 서준영 과 희준 박정민 이 있다  하지만 학교를 찾아가 겨우 알아낸 사실은 한 아이는 전학을 갔고 한 아이는 장례식장에 오지도 않았다는 것  뭔가 이상하다  그러던 중  간신  찾아낸 희준은  기태와 제일 친했던 것은 동윤 이라고 말하며 자세한 대답을 회피한다  결국 아버지의 부탁으로 동윤을 찾아나선 희준  하지만  학교를 자퇴하고 떠나버린 친구는 어디에도 없다  천진하고 순수했던 그 시절  미성숙한 소통의 오해가 불러 일으킨 비극적 파국  독단적 우정이 가져온 폭력과 그 상처의 전염은 우리를 아프고 충격적인 결말로 이끌어간다  서로가 전부였던 이 세 친구들 사이에서 과연 무슨 일이 벌어진 걸까 ,drama
9,비포 선라이즈,소르본느 대학생인 셀린느         줄리 델피 분 는 부다페스트에 사는 할머니를 만나고  가을 학기 개강에 맞춰 빠리로 돌아가는 길이다  셀린느는 옆자리의 독일인 부부가 시끄럽게 말다툼하는 소리를 피해 뒷자석으로 자리를 옮기는데  거기서 제시        에단 호크 분 라는 미국인 청년과 우연  얘기를 나누게 된다  제시는 마드리드에 유학온 여자 친구를 만나려고 유럽에 왔다가 오 려 실연의 상처만 안고  다음날 떠나는 미국행 비행기를 타기위해 비엔나로 가고 있는 중이다  아직도 꿈꾸는 소년같은 제시와 감수성이 풍부한 셀린느는 몇마디 이야기하지 않은 사이에 서로에게 친밀감을 느낀다  짧은 시간동안 자신들이 갖고 있는 많은 생각들을 주고 받는 사이가 되어 어느덧 비엔나 역에 도착한다  헤어짐을 아쉬워하던 제시는 셀린느에게 같이 내릴 것을 제의하고  셀린느는 제시와 함께 비엔나에서 하루를 보내기로 마음먹는다  예기치 못한 만남과 단 하룻밤의 동행에서 두 사람은 서로가 가지고 있는 사랑과 실연의 아픔  결혼과 인생의 의미  죽음 등에 대해 진지한 얘기를 나누며  젊은이 다운 열정과 순수함으로 풋풋한 사랑에 빠지게 된다  밤새 비엔나 거리를 돌아 다니는 사이  제시는 미국으로 셀린느는 빠리로 떠나야할 날이 밝아온다  너무나 우연하고 짧은 만남 속에서 싹튼 사랑의 감정에 확신을 못하며 주저하는 두사람  그들은 서로에 대한 절실한 감정을 이성의 밑바닥에 꼭꼭 숨긴 채 이별을 준비하는데 ,drama
